,USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION,YEAR,MONTH,DAY,TIME,YEARMONTH,Flag,temp
2069,Yo大大Yo,古埃尔公园 & 米拉之家拉丁文的英文名在西班牙同行无阻 2西班牙·Barceloneta ​,2017年03月26日 06:12,评论 5, 2,西班牙·Barceloneta,2017,03,26,06:12,201703,28,0.26666666666666666
2073,似水流年clya,D5:第二次来到巴塞罗那，第二次参观了圣家堂和米拉之家，还是再次被高迪的艺术深深地震撼。。。 ​,2017年03月26日 00:01,评论 2, ,,2017,03,26,00:01,201703,29,0.1956521739130435
2080,原味小镇读春秋,发表了博文《摩西葡游——高迪的巴特洛公寓是魔鬼之屋》摩西葡游——高迪的巴特洛公寓是魔鬼之屋我们离开米拉之家，过马路的斜对面就看到排成长队的一个售票口，没有任何疑问那里一定是高迪的另一个世界文化遗产——O摩西葡游——高迪的巴特洛公寓是魔鬼之屋 ​,2017年03月25日 07:40,评论 , ,,2017,03,25,07:40,201703,30,0.14457831325301204
2083,summer阳光小妖,第一站#“直线属于人类，曲线属于上帝。”——天才建筑大师安东尼奥·高迪的梦幻之作，“最美烂尾楼”⛪️圣家堂，海洋中的城堡🏯巴特罗之家，奇妙的波浪形建筑🌊米拉之家。 ​,2017年03月25日 01:10,评论 , 1,,2017,03,25,01:10,201703,31,0.09448818897637795
2084,LeMondeDeKeeei,米拉之家～至今里面还住着居民，也蛮佩服的！感觉高迪撑起了大半个西班牙🇪🇸只要是他设计建造的，门票都20欧起，欧盟内没见过这么贵的都！不过还是值得的～ 2西班牙·巴塞罗那 ​,2017年03月25日 00:41,评论 , 2,西班牙·巴塞罗那,2017,03,25,00:41,201703,32,0.2153846153846154
2088,假了粑粑,#西班牙旅行##巴塞罗那旅行# 巴萨街景米拉之家巴特罗之家 2西班牙·巴塞罗那 ​,2017年03月24日 20:37,评论 , 6,西班牙·巴塞罗那,2017,03,24,20:37,201703,33,0.2823529411764706
2090,加泰罗尼亚旅游官网,#正在发生的旅行#你知道这座高迪经典现代主义作品位于何处吗？小提示：不是米拉之家也不是圣家堂哦！ ​,2017年03月24日 19:33,评论 7, 5,,2017,03,24,19:33,201703,34,0.19148936170212766
2095,罗伯特巅峰一,你  z-u-o  - 爱   吧，不用回我了[g挑眉][lt哈欠][酒壶]公园、米拉之家、巴特的款式更吸晴哦。此款白色打底衫+白色毛衣+ ​,2017年03月24日 15:39,评论 , ,,2017,03,24,15:39,201703,35,0.1391304347826087
2097,玫玫玫玫玫纸,巴塞罗那建筑之美——奎尔公园&巴特约之家&米拉之家 2西班牙·Parque Güell ​,2017年03月24日 07:30,评论 9, 10,西班牙·Parque Güell,2017,03,24,07:30,201703,36,0.24719101123595505
2098,原味小镇读春秋,发表了博文《摩西葡游——米拉之家来自于高迪的怪异思维》摩西葡游——米拉之家来自于高迪的怪异思维2016年9月22日是我们在西班牙巴塞罗那的最后一天，我们是下午的飞机离开西班牙返回北京，行程上安排我们上O摩西葡游——米拉之家来自于高迪的怪异思维 ​,2017年03月24日 07:22,评论 , ,,2017,03,24,07:22,201703,37,0.1317365269461078
2100,阿七十肆贰拾一,巴塞罗那，高迪的城市，米拉之家巴特约之家圣家堂都好想看，有生之年要去的,2017年03月23日 21:15,评论 , ,,2017,03,23,21:15,201703,38,0.20253164556962025
2101,一个人的背包kappa,"当为米拉之家设计出巴塞罗那的第一座停车场时，大部分人都很嗤之以鼻：全城也就三、四辆车，开什么玩笑？虽然当时的他，早已是西班牙声望最高、身价最贵的建筑师。天才和凡人的想法，不多也不少，也就是一步之遥。Casa Milà地址：Provença, 261-265, 08008 Barcelona开放时间：09：00-20： ​​​​",2017年03月23日 21:08,评论 , ,,2017,03,23,21:08,201703,39,0.1346153846153846
2102,香港百事通,当#高迪#为米拉之家设计出巴塞罗那的第一座停车场时，大部分人都很嗤之以鼻：全城也就三、四辆车，开什么玩笑？虽然当时的他，早已是西班牙声望最高、身价最贵的建筑师。天才和凡人的想法，不多也不少，也就是一步之遥。 ​,2017年03月23日 20:58,评论 , ,,2017,03,23,20:58,201703,40,0.18791946308724833
2104,飞翔的小米果,心心念念的巴特罗和米拉之家 2西班牙·米拉之家 ​,2017年03月23日 18:44,评论 2, 3,西班牙·米拉之家,2017,03,23,18:44,201703,41,0.3188405797101449
2105,简美韩式美妆-广州站,"#宝宝推荐#当#高迪#为米拉之家设计出巴塞罗那的第一座停车场时，大部分人都很嗤之以鼻：全城也就三、四辆车，开什么玩笑？虽然当时的他，早已是西班牙声望最高、身价最贵的建筑师。天才和凡人的想法，不多也不少，也就是一步之遥。Casa Milà地址：Provença, 261-265, 08008 Barcelona开放时间：09：00-20：30；21：00-23：00票价：22欧（晚上九点之后的门票34欧，有灯光秀和美酒）#西班牙旅行##2017旅行清单# 收起全文d",2017年03月23日 18:17,评论 , 1,,2017,03,23,18:17,201703,42,0.09352517985611511
2106,舒舒小仙女Lynn,能在米拉之家楼顶自拍两小时的姑娘真的不容易 2西班牙·巴塞罗那 ​,2017年03月22日 06:35,评论 , 7,西班牙·巴塞罗那,2017,03,22,06:35,201703,43,0.33766233766233766
2107,灰色Cerlina,古典与现代完美结合的米拉之家 2西班牙·米拉之家 ​,2017年03月22日 03:41,评论 , ,西班牙·米拉之家,2017,03,22,03:41,201703,44,0.3142857142857143
2108,灰色Cerlina,高迪名作——米拉之家 2西班牙·米拉之家 ​,2017年03月22日 01:16,评论 , ,西班牙·米拉之家,2017,03,22,01:16,201703,45,0.3333333333333333
2112,意象城市经历旅行_ICE,西班牙最著名的建筑设计师就属安东尼•高迪了。你见识过他在巴塞罗那留下的作品吗？ 奎尔公园，圣家族大教堂，或者是米拉之家？ ​,2017年03月21日 15:52,评论 , ,,2017,03,21,15:52,201703,46,0.1320754716981132
2113,加泰罗尼亚旅游官网,高迪曾说过建筑是一门能够描绘风形状的艺术。米拉之家的每一个角落都是艺术品！#一场有质感的旅行# ​,2017年03月21日 09:14,评论 6, 12,,2017,03,21,09:14,201703,47,0.25806451612903225
2114,大乌大乌,#巴塞罗那# 如火的狂欢热情奔放对你的喜爱应该是那高迪疯子艺术家的奇异建筑未完工的神圣家族教堂米拉之家晚安 ​,2017年03月20日 23:42,评论 , ,,2017,03,20,23:42,201703,48,0.12121212121212122
2117,晓山慕梅,【世界上最弯的男人，和烙下他名字的巴塞罗那】，我下意识问道。假如深思熟虑后，我可能会装作懂行地问一句： 　　打开五花八门的巴塞罗那旅游手册，把“米拉之家、“桂尔公园、“巴特罗之家、“圣家堂 这些地标排O世界上最弯的男人，和烙下他名字的巴塞罗那 ​,2017年03月20日 12:26,评论 , ,,2017,03,20,12:26,201703,53,0.09580838323353294
2118,claire王婷婷,米拉之家，圣家堂，巴特罗之家。每天和两个美女还有7个老板结伴而行，喝点小酒，感受着地中海气候和文化，大家不要再嗨一点！明天继续约 2西班牙·巴塞罗那 ​,2017年03月20日 06:20,评论 1, 3,西班牙·巴塞罗那,2017,03,20,06:20,201703,50,0.26666666666666666
2119,MiAM-MiAMsugarcafe,高迪的建筑是巴塞罗那的艺术之魂。图一的童话城堡――巴特略之家，以屠龙为主题修建的色彩斑斓、造型奇特的公寓楼。图二的石头屋――米拉之家，富有动感的曲线设计，这大概是用做雕塑的手法来盖房子。以及明天要去参观的圣家族教堂，都是高迪的作品，这些建筑都与平常看到的很不一样，极少使用直线，无棱无角，如他所说，“直线属于人类，曲线归于上帝”，体现曲线的艺术之美。除了高迪的那些知名建筑，普通的公寓外观看着也很美啊，也或许是因为蓝天阳光映衬的缘故 2西班牙 收起全文d,2017年03月20日 02:06,评论 , ,西班牙,2017,03,20,02:06,201703,51,0.13284132841328414
2121,怪力零一,曾经猜想米拉之家的灵感 是不是来源于微风吹拂过的湖面中房屋的倒影。硬朗的建筑线条起起伏伏 变成了弧线。,2017年03月18日 21:52,评论 , ,,2017,03,18,21:52,201703,52,0.14736842105263157
2125,Toma北纬40度的阳光,#巴塞美食# 吃茶好去处，躲在米拉之家隔壁街一点不影响超赞的口碑还有慕名而来的追随者们，这家店就是出自大名鼎鼎的设计师Jaime Beriestain，空间设计开放又不乏私密性，适合各种类型谈情说爱闺蜜基友幽会商务下午茶，甜品也是甜而不腻征服了不爱甜品的我，墙推。@西班牙的胡子 2西班牙 ​,2017年03月19日 07:07,评论 1, 2,西班牙,2017,03,19,07:07,201703,54,0.14736842105263157
2127,秋天的wind,米拉之家，建于1906-1912 年间，当时是因为富豪米拉先生(Pere Milà)非常欣赏高迪为巴特洛先生设计的巴特罗公寓而请高迪设计的，也是高迪设计的最后一处私人住所。米拉之家又叫“采石场”(La Pedrera)外观呈波浪形，屋顶高低错落，整栋建筑如波涛汹涌的海面，极富动感。屋顶上奇形怪状的烟囱和通风管道也是其最显著的特征。米拉公寓里里外外都显得非常怪异，甚至有些荒诞不经，整个建筑给人无限遐想。 收起全文d,2017年03月19日 00:39,评论 , ,,2017,03,19,00:39,201703,55,0.09523809523809523
2128,嘎吱_咯嘣脆,#世界上最好玩的工作##遇见另一种生活##刺猬七天打卡屋# @魏文强 @刺猬体验 Day Five，西班牙，高迪的世界，塞维利亚的弗拉明戈，La Boqueria的水果市场，未完工的圣家族教堂。巴塞罗那，一座流动的童话之城。它送走了达利，毕加索和高迪。米拉之家，奎尔公园，巴特洛之家~ ​,2017年03月18日 07:49,评论 , 1,,2017,03,18,07:49,201703,56,0.0851063829787234
2133,卡塔尔航空公司,#卡航环球飞舞#之前小卡为喜欢建筑的朋友介绍过巴塞罗那的巴特罗之家，今天来聊聊米拉之家。米拉之家是高迪设计的最后一处私人住所，外观呈波浪形，整栋建筑如波涛汹涌的海面，极富动感。里里外外尽显怪异，甚至有些荒诞不经，给人无限遐想。米拉之家被认为是所有现代建筑中最有独创性的建筑~ ​,2017年03月17日 12:24,评论 2, 5,,2017,03,17,12:24,201703,57,0.12021857923497267
2138,李卿源,雨过天晴后的米拉之家 2西班牙·巴塞罗那 ​,2017年03月17日 01:18,评论 1, ,西班牙·巴塞罗那,2017,03,17,01:18,201703,58,0.3333333333333333
2145,每天贰兔都想躺着,室内设计原理讲到高迪的建筑，米拉之家之类的，我都超级喜欢的，结果老师的重点一直在讲这造起来很累。。。很累。。。很累。。。（影射没有必要？）exm？？？ ​,2017年03月15日 20:31,评论 , ,,2017,03,15,20:31,201703,59,0.1652892561983471
2146,xiaoj视野,高迪的米拉之家 2西班牙·巴塞罗那 L秒拍视频 . ​,2017年03月15日 17:17,评论 , ,西班牙·巴塞罗那,2017,03,15,17:17,201703,90,0.30985915492957744
2148,bxnxoxaxa,#Barcelona#圣家堂-巴特羅之家-米拉之家 ​,2017年03月14日 12:24,评论 , 1,,2017,03,14,12:24,201703,61,0.16901408450704225
2149,陪万数落叶,每一个回忆空间#米拉之家# ​,2017年03月13日 22:35,评论 , ,,2017,03,13,22:35,201703,62,0.2033898305084746
2150,陪万数落叶,每一个回忆空间#圣家堂##米拉之家# 侍卫 ​,2017年03月13日 22:33,评论 , ,,2017,03,13,22:33,201703,63,0.208955223880597
2151,Molly茉莉曼掌柜,无所事事的下午，一个人去了米拉之家，天才的审美真的久远，一百多年过去依然时髦高级，在天台跟这些巨型烟囱们在一起坐了很久，会记得巴塞罗那。  ​ 2西班牙·巴塞罗那 ​,2017年03月13日 07:13,评论 , 5,西班牙·巴塞罗那,2017,03,13,07:13,201703,64,0.2677165354330709
2152,佳哥爱看美女,米拉之家及其把手模型&愉快的分享会 美好的一天 安 ​,2017年03月13日 00:02,评论 2, 25,,2017,03,13,00:02,201703,65,0.22535211267605634
2153,佳哥爱看美女,今天下午听了一个很棒的建筑史讲座 了解了极简脉络 认识了安东尼高迪和他的代表作圣家族大教堂和米拉之家 很喜欢 感谢主讲人。有个感叹：如果一个人的脑中有那么多关于美的感受需要表达（也正好有能力表达）生命的长度对他就格外重要。茶歇时有听众对主讲人分享说 ta觉得 高迪一生仅有一位朋友 虔信宗教 从他丰沛的作品可知 他其实也想去爱这个世界 只是可能囿于性格不敢走入人群...我个人觉得 他哪有不敢去爱 他只争朝夕地躬身于自己的作品 正是在最高效地爱这个世界 他脑中宽广的认知资源空间里装满了万事万物美好的模样 而且是可以放大到细部那样的高清存储格式 而且 他还使它们实实在在被呈现 仿佛在对他的所爱说着这样的情话：我知道你是美的。我还知道你的美是怎样的。喏，是这样的。 收起全文d,2017年03月12日 23:07,评论 18, 32,,2017,03,12,23:07,201703,66,0.031413612565445025
2155,SEAHELLO造梦师,没错，形状如此怪异的一幢建筑是一所私人住宅，也是高迪生前修建的最后一所私人住宅。米拉之家的外形连绵起伏，像流动的海浪。屋顶上有许多个形状怪异的烟囱、通风道，虽然怪异但又不失美感。走进米拉之家，抬头感觉走入了外星球，到了另一个空间。 ​,2017年03月12日 06:29,评论 , 2,,2017,03,12,06:29,201703,67,0.09937888198757763
2157,zxxxxxxxc,米拉之家—高迪认为「直线属于人类，而曲线归于上帝」btw对建筑大师高迪一无所知 ​,2017年03月11日 21:39,评论 , 1,,2017,03,11,21:39,201703,68,0.18823529411764706
2160,志道歷史,提到巴塞罗那，大家都会想到那支西甲豪门红蓝军团，然而巴塞罗那也凭借其许多地标性建筑闻名于世，其中之一便是著名建筑师安东尼·高迪所设计的米拉之家，今天就让我们一睹其容吧 ​,2017年03月10日 18:30,评论 , ,,2017,03,10,18:30,201703,69,0.12403100775193798
2162,GRACE-大G,高迪的米拉之家，非常喜欢～感恩大道只有买买买模式了 2西班牙·巴塞罗那 ​,2017年03月10日 12:46,评论 1, ,西班牙·巴塞罗那,2017,03,10,12:46,201703,70,0.2962962962962963
2165,琉璃蝶舞飞yoki酱,米拉之家，巴特略之家，桂尔公园都是近代最伟大的建筑师高迪的商业之作。富有无穷的童心和创作力。@穷游网 @西班牙不是斗牛城 ​,2017年03月09日 22:47,评论 , 3,,2017,03,09,22:47,201703,71,0.2641509433962264
2166,miviya,米拉之家现在除了开放参观的一层和楼顶天台，其他都出租给租客了。高迪的各种门把手设计的比较贴心，根据人手使用的角度塑形，所以使用起来倒是很符合人体力学。 ​,2017年03月09日 19:44,评论 , ,,2017,03,09,19:44,201703,72,0.18181818181818182
2167,miviya,这次高迪大财主换成了米拉，高迪又可以他的自由发挥了。高低起伏的屋顶，伪装成各种表情盔甲的烟囱和水塔，大量的石材应用……在当时来看绝对是绝无仅有特立独行的。因为没有图纸没有施工图，全凭高迪现场指挥，所以可把主人米拉急坏了。还好#米拉之家#的命运没有古埃尔公园那么悲惨，但也是几经起伏最后变成现在这样的出租屋。 收起全文d,2017年03月09日 19:01,评论 , ,,2017,03,09,19:01,201703,73,0.07881773399014778
2168,miviya,夕阳下的米拉之家。高迪也是自恋，不管造什么建筑，都要能看到他的圣家堂。楼顶天台上的鬼面造型，奇奇怪怪的，表情各异，让我cos一下。 2西班牙·米拉之家 ​,2017年03月09日 18:36,评论 , ,西班牙·米拉之家,2017,03,09,18:36,201703,74,0.21487603305785125
2170,Andymango,FC 巴塞罗那足球俱乐部和高迪的建筑（圣家堂、巴特罗之家、米拉之家）就是巴塞罗纳这座城市的明信片，它们就是这座城市流动的血液，让这座城市焕发着勃勃生机！ ​,2017年03月09日 13:33,评论 2, 2,,2017,03,09,13:33,201703,75,0.16393442622950818
2171,标标妈咪,补西班牙的第四天: 马德里→_→巴塞罗那 92年奥动会会场 感恩街的购物，高迪的伟大作品＂米拉之家＂ 2西班牙·巴塞罗那 ​,2017年03月09日 01:20,评论 , 1,西班牙·巴塞罗那,2017,03,09,01:20,201703,76,0.20754716981132076
2172,逆天萌萌哒,欧洲的太少了，米拉之家，巴特罗之家，圣家族大教堂都是很神奇哒,2017年03月08日 06:39,评论 , ,,2017,03,08,06:39,201703,77,0.21621621621621623
2173,美国旅游OverCtrip,发表了博文《西班牙景点攻略：米拉之家(CasaMil&agrave;)》米拉之家(CasaMil&agrave;)&#65279;前往理由(Reasontogo)：1.欣赏高迪的得意之作，看戴着头盔的O西班牙景点攻略：米拉之家& (Casa& Mil&agrave;) ​,2017年03月08日 11:08,评论 , ,,2017,03,08,11:08,201703,78,0.12222222222222222
2174,CHEN妮_,有礼物收好开心来自巴塞罗那的思达手表，来自米拉之家的手袋 ​,2017年03月07日 12:27,评论 , 2,,2017,03,07,12:27,201703,79,0.1891891891891892
2175,快乐的小考拉,米拉之家，高迪的奇思妙想，屋顶的建筑就像一个个卫士在巡逻！ ​,2017年03月07日 03:55,评论 1, ,,2017,03,07,03:55,201703,80,0.29333333333333333
2177,in老板殷倩,发布了头条文章：《【巴塞罗那】一座可以与高迪“对话”的城》 圣家堂、米拉之家、巴特罗之家、古埃尔公园的玩法 @游谱旅行 @新浪旅游 @西班牙国家旅游局 @携程攻略社区 @百度旅游 O【巴塞罗那】一座可以与高迪“对话”的城 ​,2017年03月06日 16:36,评论 , 3,,2017,03,06,16:36,201703,81,0.16666666666666666
2178,miviya,一直到「米拉之家」才看到点高迪设计上的干货，表示完全不够。分别是米拉之家的楼顶、拱形楼顶的剖面、拱形的模型、奎尔公园平层石柱模型、圣家堂建筑模型、螺旋形石柱的应用。 2西班牙·米拉之家 ​,2017年03月06日 03:50,评论 , ,西班牙·米拉之家,2017,03,06,03:50,201703,82,0.2028985507246377
2179,美达__,米拉之家 🏠又一个属于高迪的世界文化遗产 2西班牙·巴塞罗那 ​,2017年03月06日 02:19,评论 , 1,西班牙·巴塞罗那,2017,03,06,02:19,201703,83,0.3157894736842105
2181,imlanda,瓷房子就是中国版的米拉之家呀！有点意思～有记忆后第一次来，如果你喜欢悠闲人少侃大山夜宵啤酒海鲜排档那天津卫是个不错的选择，等夏天再来～💁🏻 2天津 ​,2017年03月05日 19:38,评论 4, 1,天津,2017,03,05,19:38,201703,84,0.15126050420168066
2182,张瀚之Vera,Casa Mila米拉之家❣️是高迪设计的最后一个私人住宅…Case Batllo巴特罗之家❣️高迪的灵感来自于圣乔治屠龙救公主的民间故事，二楼的大落地窗和细小的装饰外柱让人想起巨龙的牙齿… 2西班牙·巴塞罗那 ​,2017年03月05日 16:25,评论 1, 7,西班牙·巴塞罗那,2017,03,05,16:25,201703,85,0.17218543046357615
2183,Kony2021,无论是米拉之家、巴特罗之家还是古埃尔公园，高迪充分运用自然主义手法在建筑上把浪漫主义和反传统精神发挥到了极致。巴塞罗那，高迪之城！ ​,2017年03月05日 16:17,评论 , 1,,2017,03,05,16:17,201703,86,0.18018018018018017
2184,让我们做彼此的天使吧,2西班牙·米拉之家 高迪设计的建筑里融入了许多自然元素，处处是细节。在平台上还能看到圣教堂～ 2西班牙·米拉之家 ​,2017年03月05日 11:37,评论 , ,西班牙·米拉之家西班牙·米拉之家,2017,03,05,11:37,201703,87,0.27450980392156865
2185,萌少女心,米拉之家&巴特罗之家💛巴塞罗那，一个充满高迪式幻想的浪漫城市。波浪线条、彩色马赛克、屋顶烟囱都流露着纯真浪漫。直线属于人类，曲线归于上帝。 2西班牙·巴特罗之家 ​,2017年03月04日 22:38,评论 , ,西班牙·巴特罗之家,2017,03,04,22:38,201703,88,0.23809523809523808
2186,我系猪小满,“直线属于人类，曲线属于上帝”#米拉之家##巴特罗公寓# 2西班牙·巴塞罗那 ​,2017年03月04日 17:45,评论 , 2,西班牙·巴塞罗那,2017,03,04,17:45,201703,89,0.2619047619047619
2188,鼎鼎之豹,"在巴塞罗那感受高迪的魔幻世界，巴特罗之家、米拉之家、古埃尔公园，当然还有世界唯一一座建造百年至今未完工的教堂，现代主义建筑大师高迪无可比拟的艺术杰作──圣家堂。一座由许多尖塔和楼台组成的教堂群体，始建于1882年，预计将在2026年完工，建成后将有12座塔楼，代表着12门徒，另外一座最高的塔楼代表耶稣。""直线属于人类，曲线属于上帝""，细长的曲线是圣家堂的主要特色。惟妙惟肖的各种细节，圆顶和内部结构显示出新哥特风格，是世界上唯一一座尚未建成却被列为世界文化遗产的建筑。 2香港特别行政区·长沙湾 收起全文d",2017年03月03日 16:29,评论 6, 10,香港特别行政区·长沙湾,2017,03,03,16:29,201703,91,0.10067114093959731
2190,润隆包装材料,巴塞罗那，米拉之家，它像一尊巨大的雕塑矗立在格拉西娅的拐角，它的与群不同之处是建筑外体的曲线设计，这是高迪最后一个民用建筑作品。 ​,2017年03月03日 01:34,评论 , ,,2017,03,03,01:34,201703,92,0.18181818181818182
2191,木斯特,分享自衣香云居  《【米拉之家】烟囱都设计的这么美 除了高迪也没谁了》 - ...  (来自 @头条博客) - O【米拉之家】烟囱都设计的这么美 除了高迪也没谁了 ​,2017年03月02日 20:24,评论 , ,,2017,03,02,20:24,201703,93,0.14173228346456693
2192,夏沫Q小姐,米拉之家，100年前的现代，100年后的摩登。 ​,2017年03月02日 16:31,评论 , ,,2017,03,02,16:31,201703,94,0.2608695652173913
2194,屁童她妈,发表了博文《2017.2.3-2017.2.7第三站西班牙巴塞罗那》夜场的中文讲解员，一般般啦米拉之家模型，感觉很没意思，是被闺女硬拉上来参观的米拉之家拱顶满树的桔子，这在中国马路边估计早被摘光了等待O2017.2.3-2017.2.7第三站西班牙巴塞罗那 ​,2017年03月02日 13:33,评论 , ,,2017,03,02,13:33,201703,95,0.16091954022988506
2195,楚li娜,2西班牙·巴塞罗那 米拉之家灯光秀美轮美奂 2西班牙·米拉之家 ​,2017年03月02日 06:30,评论 , 1,西班牙·巴塞罗那西班牙·米拉之家,2017,03,02,06:30,201703,96,0.2857142857142857
2197,叁拾陸號信箱,【巴塞罗那】不看高迪的建筑，不叫到过巴塞罗那。看过高迪的建筑，很少有人不为他的设计而惊叹。巴塞罗那，高迪之城，米拉之家，就是这么一个让人忍不住惊叹的地方！#微博明信片# ​,2017年03月01日 09:05,评论 , ,,2017,03,01,09:05,201703,97,0.13846153846153847
2198,罗西尼式威尔第Tenore,米拉之家，艺术家的想法我看不明白，你呢？起初以为是雕刻艺术品，原来是烟囱！ 2西班牙 ​,2017年03月01日 00:42,评论 3, 2,西班牙,2017,03,01,00:42,201703,98,1.0
2159,sx追风筝的孩子,//@顽固的老王爷://@設計物語LAI:@ZzHawk: 1 安藤忠雄 水御堂 2 科布西耶 朗香教堂 3 扎哈 维特拉消防站 4 密斯 巴塞罗那德国馆 5 库哈斯 波尔多住宅 6 阿尔瓦阿尔托 芬兰市政中心  7 盖里 古根海姆博物馆  8 妹岛 金泽二十一世纪美术馆 9 高迪 米拉之家,2016年11月30日 22:22,评论 , ,,2016,11,30,22:22,201611,7,0.8405797101449275
5589,Bio-饮葡萄-Nature,无用之用方为大用Federico Babina为世界上最伟大建筑师设计了一系列舞台布景名为“ARCHIPLAY”|  安藤忠雄 水御堂 2 科布西耶 朗香教堂 3 扎哈 维特拉消防站 4密斯 巴塞罗那德国馆 5 库哈斯 波尔多住宅 6阿尔瓦阿尔托 芬兰市政中心  7盖里 古根海姆博物馆  8 妹岛 金泽二十一世纪美术馆 9高迪 米拉之家,2016年11月30日 22:22,评论 , 3,,2016,11,30,22:22,201611,3,0.7625418060200669
2376,全球奢华精品酒店,巴塞罗那镜之酒店 #The Mirror Barcelona# 一直引领着巴塞罗那的先锋艺术设计，酒店的地理位置绝佳，毗邻高迪的米拉之家CasaMilà和哥特区。这里主打白色装潢，配以各式镜饰，酒店除了桑拿日光浴露台，屋顶游池，还拥有一家由米其林星级厨师 PacoPérez 掌勺的高级海鲜餐厅~预订 O网页链接,2014年05月07日 20:54,评论 , 3,,2014,05,07,20:54,201405,1,1.0
2434,HeyChallenger,【鬼才高迪Gaudi】Amazing❤执着相信神的世界只有曲线的他，所有作品中无一不是精妙地运用曲线，甚至于做到内外部相呼应上个世纪的艺术，现代主义仍处于逐渐被世人接受的阶段，Gaudi不在意他人的想法，将自我主义的创造力和想象力发挥到了极致，当初的他就已经能在【米拉之家】设计地下车库这一当代最为普遍的方式漫步其中，透过建筑，仿佛是一场与上世纪加泰罗尼亚人的对话，感受着他们的生活，感受着他们的资产阶级革命思潮，这是一次文化沟通而所谓的历史研究，考古研究，文化研究，归根结底莫过于启示当代人古为今用，同时能够为后人创造财富或许我们会说高迪运气好，遇上圭尔先生这位伯乐，但我们又不得不在叹服之余，慨道“历史的偶然性与必然性铸就了每段独一无二的璀璨”🎉 收起全文d,2017年01月28日 07:36,评论 , ,,2017,01,28,07:36,201701,1,0.060215053763440864
2435,phenix_hu,巴特罗和米拉之家绝对是世界级安东尼高迪的设计佳品，非常精致的设计看得让人叹为观止 2西班牙·巴塞罗那 ​,2017年01月28日 05:37,评论 , ,西班牙·巴塞罗那,2017,01,28,05:37,201701,2,0.16129032258064516
2436,Gpuff,另类存档之米拉之家 2西班牙·巴塞罗那 ​,2017年01月28日 05:06,评论 , ,西班牙·巴塞罗那,2017,01,28,05:06,201701,3,0.09032258064516129
2437,小艾生活,和巴特略之家比起来，我更喜欢米拉之家。尤其是室内的色调，只是下雨没上顶，有点可惜。 2西班牙·巴塞罗那 ​,2017年01月28日 04:05,评论 2, 3,西班牙·巴塞罗那,2017,01,28,04:05,201701,4,0.0855614973262032
2438,莫小贝left,新年快乐！巴塞一瞥，米拉之家楼顶关闭因为下雨，也累成狗，随便找了家看起来还行的店吃个年夜饭。回酒店瘫下好好休息明天满血复活。 2西班牙·巴塞罗那 ​,2017年01月28日 03:01,评论 2, 4,西班牙·巴塞罗那,2017,01,28,03:01,201701,5,0.09615384615384616
2439,phenix_hu,我在感恩大街米拉之家享受小香榭丽舍的魅力，这里的奢侈品太漂亮了！全部都是新款[拍照] 2西班牙·巴塞罗那 ​,2017年01月27日 22:12,评论 , ,西班牙·巴塞罗那,2017,01,27,22:12,201701,6,0.10638297872340426
2441,Mir-Egal,巴特罗之家，米拉之家，桂尔公园，圣家堂。。。一个让人流连忘返的城市！,2017年01月27日 20:01,评论 2, 1,,2017,01,27,20:01,201701,7,0.08333333333333333
2444,Anita塔罗牌精灵占卜屋,米拉之家CASA MILà鬼才高迪作品，西班牙🇪🇸出天才，比起毕加索，我更爱鬼才高迪🎨🖌️ 2西班牙 ​,2017年01月27日 08:28,评论 , ,西班牙,2017,01,27,08:28,201701,8,0.07526881720430108
2448,熊大壮壮,桂尔公园和米拉之家，今日继续学习高迪的建筑。看出桂尔公园的门房楼梯碰头高度不满足要求，米拉之家女儿墙高度不满足要求，但确实很佩服高迪的想象力，并营造出奇幻氛围。中午点了个套餐，开胃菜，主菜，甜点，酒俱全。海鲜饭和墨鱼面只是让你开开胃，吃过主菜就直接撑到嗓子眼儿，套餐慎点。 2西班牙·Passeig de Gràcia 收起全文d,2017年01月27日 06:47,评论 2, 3,西班牙·Passeig de Gràcia,2017,01,27,06:47,201701,9,0.0802675585284281
2450,布知名的咖啡屋,米拉之家——美丽的夜景总让人流连往返～～ 2西班牙·巴塞罗那 ​,2017年01月27日 05:04,评论 , ,西班牙·巴塞罗那,2017,01,27,05:04,201701,10,0.08433734939759036
2452,马甸何毓玲,1月24日上午参观巴特罗之家，下午参观米拉之家。米拉之家楼顶一层开辟为高迪的设计博物馆，跟着语音导览细细看过，那些设计太精妙太先进了。高迪果然是建筑奇才，无人能及！两处建筑的楼顶都是精彩华章，使人流连忘返，大开眼界，叹为观止。（一）巴特罗之家，外形令人怕。骷髅大眼睛，支撑尽骨架。顶灯水波纹，天井海底大。烟囱够奇特，楼顶龙鳞瓦。勇士救公主，巨剑龙身插。（二）米拉之家更宏大，海藻阳台美如画。惊叹设计百年前，电梯车库现代化。楼顶烟囱士兵阵，上下攀爬热汗洒。参观顶层博物馆，膜拜大师一神话。六楼住户供参观，处处细节人人夸。两天看了三景点，高迪建筑惊天下！ 2葡萄牙·里斯本 收起全文d,2017年01月27日 03:16,评论 , ,葡萄牙·里斯本,2017,01,27,03:16,201701,11,0.07547169811320754
